Tempo (0.100 seg);PV;SP;MV
86.80;59.73;60.00;41.88
86.90;60.80;60.00;40.98
87.00;59.31;60.00;42.23
87.10;59.42;60.00;42.14
87.20;59.55;60.00;42.04
87.30;58.88;60.00;42.61
87.40;59.60;60.00;42.01
87.50;59.41;60.00;42.17
87.60;59.36;60.00;42.22
87.70;59.96;60.00;41.72
87.80;60.82;60.00;41.00
87.90;58.93;60.00;42.58
88.00;59.72;60.00;41.92
88.10;60.35;60.00;41.40
88.20;59.02;60.00;42.51
88.30;60.79;60.00;41.03
88.40;59.40;60.00;42.20
88.50;60.19;60.00;41.53
88.60;59.45;60.00;42.16
88.70;61.14;60.00;40.74
88.80;60.54;60.00;41.23
88.90;60.22;60.00;41.50
89.00;59.62;60.00;42.00
89.10;59.50;60.00;42.10
89.20;59.75;60.00;41.90
89.30;59.86;60.00;41.81
89.40;61.43;60.00;40.49
89.50;60.52;60.00;41.24
89.60;60.75;60.00;41.05
89.70;61.42;60.00;40.47
89.80;59.38;60.00;42.18
89.90;60.29;60.00;41.42
90.00;60.98;60.00;40.83
90.10;61.37;60.00;40.50
90.20;60.15;60.00;41.51
90.30;60.38;60.00;41.32
90.40;59.74;60.00;41.85
90.50;59.53;60.00;42.04
90.60;60.46;60.00;41.26
90.70;59.30;60.00;42.23
90.80;60.92;60.00;40.87
90.90;60.01;60.00;41.63
91.00;60.38;60.00;41.32
91.10;59.38;60.00;42.16
91.20;59.69;60.00;41.90
91.30;59.08;60.00;42.41
91.40;59.71;60.00;41.89
91.50;60.00;60.00;41.65
91.60;59.12;60.00;42.39
91.70;59.32;60.00;42.23
91.80;59.53;60.00;42.06
91.90;59.07;60.00;42.45
92.00;59.20;60.00;42.35
92.10;60.53;60.00;41.23
92.20;60.79;60.00;41.02
92.30;60.75;60.00;41.04
92.40;58.98;60.00;42.52
92.50;60.33;60.00;41.40
92.60;61.01;60.00;40.82
92.70;59.08;60.00;42.44
92.80;59.02;60.00;42.49
92.90;59.69;60.00;41.94
93.00;58.99;60.00;42.53
93.10;59.44;60.00;42.16
93.20;59.90;60.00;41.78
93.30;60.90;60.00;40.93
93.40;60.29;60.00;41.44
93.50;58.98;60.00;42.55
93.60;59.12;60.00;42.44
93.70;60.30;60.00;41.45
93.80;59.52;60.00;42.10
93.90;60.02;60.00;41.69
94.00;60.64;60.00;41.16
94.10;59.59;60.00;42.04
94.20;59.14;60.00;42.42
94.30;58.96;60.00;42.58
94.40;61.17;60.00;40.73
94.50;60.01;60.00;41.70
94.60;60.44;60.00;41.34
94.70;61.31;60.00;40.60
94.80;61.24;60.00;40.64
94.90;60.90;60.00;40.93
95.00;59.97;60.00;41.70
95.10;60.11;60.00;41.58
95.20;60.31;60.00;41.42
95.30;60.09;60.00;41.59
95.40;61.12;60.00;40.73
95.50;59.58;60.00;42.02
95.60;59.58;60.00;42.02
95.70;61.17;60.00;40.68
95.80;60.13;60.00;41.55
95.90;59.94;60.00;41.70
96.00;61.16;60.00;40.68
96.10;61.09;60.00;40.73
96.20;59.19;60.00;42.32
96.30;61.02;60.00;40.79
96.40;60.38;60.00;41.32
96.50;58.85;60.00;42.60
96.60;61.08;60.00;40.74
96.70;60.40;60.00;41.30
96.80;60.64;60.00;41.09
96.90;58.86;60.00;42.58
97.00;59.69;60.00;41.89
97.10;60.91;60.00;40.87
97.20;60.20;60.00;41.46
97.30;59.71;60.00;41.87
97.40;60.29;60.00;41.39
97.50;60.86;60.00;40.90
97.60;58.90;60.00;42.55
97.70;59.02;60.00;42.45
97.80;59.56;60.00;42.01
97.90;60.51;60.00;41.21
98.00;60.84;60.00;40.93
98.10;60.39;60.00;41.30
98.20;60.02;60.00;41.61
98.30;58.58;60.00;42.82
98.40;58.58;60.00;42.83
98.50;60.67;60.00;41.09
98.60;58.92;60.00;42.56
98.70;60.33;60.00;41.38
98.80;58.97;60.00;42.52
98.90;60.75;60.00;41.03
99.00;59.29;60.00;42.25
99.10;58.68;60.00;42.77
99.20;59.23;60.00;42.32
99.30;59.19;60.00;42.36
99.40;60.35;60.00;41.39
99.50;60.62;60.00;41.16
99.60;59.85;60.00;41.80
99.70;59.64;60.00;41.98
99.80;60.45;60.00;41.30
99.90;60.26;60.00;41.46
100.00;59.02;60.00;42.50
100.10;61.19;60.00;40.68
100.20;60.94;60.00;40.88
100.30;59.44;60.00;42.14
100.40;59.74;60.00;41.89
100.50;60.07;60.00;41.61
100.60;61.10;60.00;40.75
100.70;59.16;60.00;42.37
100.80;61.04;60.00;40.79
100.90;60.76;60.00;41.02
101.00;61.03;60.00;40.79
101.10;60.13;60.00;41.53
101.20;59.45;60.00;42.10
101.30;60.02;60.00;41.63
101.40;60.59;60.00;41.15
101.50;60.49;60.00;41.23
101.60;60.79;60.00;40.97
101.70;59.39;60.00;42.15
101.80;58.90;60.00;42.56
101.90;60.15;60.00;41.52
102.00;59.16;60.00;42.35
102.10;60.39;60.00;41.32
102.20;59.56;60.00;42.02
102.30;60.11;60.00;41.56
102.40;59.89;60.00;41.75
102.50;59.31;60.00;42.24
102.60;59.71;60.00;41.90
102.70;61.08;60.00;40.76
102.80;59.98;60.00;41.67
102.90;60.65;60.00;41.10
103.00;59.08;60.00;42.42
103.10;59.40;60.00;42.16
103.20;60.51;60.00;41.23
103.30;59.03;60.00;42.47
103.40;60.17;60.00;41.52
103.50;59.28;60.00;42.27
103.60;60.61;60.00;41.15
103.70;58.94;60.00;42.55
103.80;59.62;60.00;41.99
103.90;60.57;60.00;41.20
104.00;59.44;60.00;42.14
104.10;60.65;60.00;41.13
104.20;59.55;60.00;42.05
104.30;60.58;60.00;41.18
104.40;58.87;60.00;42.62
104.50;59.78;60.00;41.86
104.60;60.98;60.00;40.86
104.70;60.29;60.00;41.43
104.80;59.75;60.00;41.88
104.90;60.28;60.00;41.44
105.00;59.86;60.00;41.79
105.10;58.88;60.00;42.61
105.20;60.23;60.00;41.49
105.30;60.98;60.00;40.85
105.40;59.19;60.00;42.35
105.50;59.84;60.00;41.81
105.60;61.24;60.00;40.63
105.70;60.85;60.00;40.95
105.80;61.08;60.00;40.75
105.90;59.77;60.00;41.84
106.00;60.37;60.00;41.34
106.10;61.01;60.00;40.80
106.20;60.02;60.00;41.62
106.30;61.18;60.00;40.65
106.40;60.46;60.00;41.25
106.50;60.61;60.00;41.12
106.60;59.50;60.00;42.04
106.70;60.44;60.00;41.26
106.80;60.00;60.00;41.62
106.90;58.79;60.00;42.64
107.00;58.80;60.00;42.65
107.10;60.04;60.00;41.61
107.20;59.16;60.00;42.35
107.30;59.12;60.00;42.39
107.40;60.29;60.00;41.42
107.50;59.23;60.00;42.30
107.60;59.98;60.00;41.68
107.70;59.73;60.00;41.89
107.80;58.92;60.00;42.57
107.90;59.30;60.00;42.26
108.00;60.65;60.00;41.13
108.10;60.43;60.00;41.31
108.20;59.32;60.00;42.24
108.30;59.22;60.00;42.33
108.40;60.77;60.00;41.04
108.50;60.29;60.00;41.43
108.60;60.77;60.00;41.02
108.70;58.91;60.00;42.58
108.80;60.77;60.00;41.03
108.90;60.32;60.00;41.40
109.00;60.37;60.00;41.36
109.10;60.09;60.00;41.59
109.20;60.37;60.00;41.35
109.30;59.11;60.00;42.40
109.40;59.86;60.00;41.78
109.50;60.32;60.00;41.40
109.60;60.17;60.00;41.52
109.70;59.15;60.00;42.38
109.80;58.95;60.00;42.55
109.90;60.83;60.00;40.98
110.00;58.89;60.00;42.60
110.10;60.87;60.00;40.95
110.20;61.13;60.00;40.73
110.30;60.47;60.00;41.27
110.40;60.83;60.00;40.96
110.50;60.30;60.00;41.40
110.60;60.95;60.00;40.85
110.70;60.07;60.00;41.58
110.80;59.67;60.00;41.92
110.90;59.33;60.00;42.21
111.00;60.04;60.00;41.62
111.10;60.13;60.00;41.54
111.20;59.55;60.00;42.03
111.30;60.92;60.00;40.88
111.40;59.76;60.00;41.85
111.50;60.31;60.00;41.39
111.60;59.59;60.00;41.99
111.70;58.84;60.00;42.63
111.80;59.32;60.00;42.23
111.90;59.55;60.00;42.04
112.00;59.38;60.00;42.19
112.10;58.98;60.00;42.53
112.20;60.37;60.00;41.37
112.30;59.29;60.00;42.28
112.40;59.30;60.00;42.27
112.50;60.90;60.00;40.94
112.60;59.35;60.00;42.23
112.70;60.30;60.00;41.44
112.80;60.39;60.00;41.36
112.90;59.16;60.00;42.39
113.00;60.90;60.00;40.93
113.10;60.25;60.00;41.48
113.20;58.90;60.00;42.61
113.30;59.88;60.00;41.79
113.40;59.61;60.00;42.02
113.50;59.20;60.00;42.36
113.60;59.69;60.00;41.96
113.70;59.23;60.00;42.35
113.80;59.51;60.00;42.12
113.90;60.75;60.00;41.08
114.00;60.60;60.00;41.20
114.10;59.50;60.00;42.12
114.20;60.50;60.00;41.29
114.30;59.45;60.00;42.17
114.40;60.86;60.00;40.98
114.50;60.59;60.00;41.21
114.60;60.74;60.00;41.07
114.70;59.72;60.00;41.92
114.80;60.23;60.00;41.50
114.90;59.99;60.00;41.70
115.00;61.26;60.00;40.62
115.10;59.01;60.00;42.51
115.20;61.15;60.00;40.72
115.30;60.75;60.00;41.04
115.40;61.28;60.00;40.60
115.50;60.56;60.00;41.19
115.60;61.15;60.00;40.69
115.70;59.15;60.00;42.36
115.80;59.21;60.00;42.32
115.90;61.18;60.00;40.67
116.00;60.52;60.00;41.21
116.10;60.04;60.00;41.61
116.20;61.08;60.00;40.74
116.30;59.43;60.00;42.11
116.40;60.62;60.00;41.12
116.50;60.04;60.00;41.60
116.60;60.27;60.00;41.41
116.70;60.61;60.00;41.12
116.80;59.89;60.00;41.72
116.90;60.84;60.00;40.92
117.00;60.60;60.00;41.12
117.10;58.75;60.00;42.67
117.20;59.62;60.00;41.95
117.30;59.85;60.00;41.76
117.40;58.75;60.00;42.68
117.50;58.66;60.00;42.77
117.60;60.22;60.00;41.47
117.70;58.97;60.00;42.52
117.80;60.48;60.00;41.26
117.90;60.81;60.00;40.98
118.00;60.16;60.00;41.52
118.10;60.44;60.00;41.28
118.20;58.61;60.00;42.82
118.30;59.54;60.00;42.05
118.40;59.78;60.00;41.85
118.50;59.06;60.00;42.45
118.60;59.01;60.00;42.50
118.70;59.36;60.00;42.22
118.80;60.33;60.00;41.40
118.90;59.82;60.00;41.83
119.00;58.91;60.00;42.60
119.10;59.22;60.00;42.35
119.20;61.11;60.00;40.77
119.30;61.03;60.00;40.82
119.40;58.94;60.00;42.57
119.50;59.54;60.00;42.08
119.60;61.18;60.00;40.70
119.70;60.21;60.00;41.51
119.80;60.81;60.00;41.00
119.90;61.01;60.00;40.82
120.00;59.03;60.00;42.48
120.10;58.95;60.00;42.56
120.20;60.40;60.00;41.35
120.30;60.01;60.00;41.67
120.40;59.55;60.00;42.06
120.50;59.66;60.00;41.97
120.60;60.25;60.00;41.48
120.70;59.74;60.00;41.90
120.80;60.60;60.00;41.18
120.90;60.10;60.00;41.60
121.00;60.27;60.00;41.45
121.10;59.23;60.00;42.32
121.20;58.99;60.00;42.54
121.30;59.42;60.00;42.18
121.40;61.04;60.00;40.82
121.50;59.81;60.00;41.84
121.60;60.95;60.00;40.89
121.70;59.84;60.00;41.82
121.80;61.29;60.00;40.60
121.90;60.21;60.00;41.50
122.00;59.53;60.00;42.07
122.10;61.18;60.00;40.68
122.20;59.96;60.00;41.70
122.30;59.13;60.00;42.40
122.40;59.02;60.00;42.50
122.50;59.76;60.00;41.88
122.60;58.92;60.00;42.59
122.70;59.86;60.00;41.81
122.80;59.13;60.00;42.43
122.90;60.28;60.00;41.47
123.00;60.15;60.00;41.57
123.10;60.92;60.00;40.92
123.20;59.18;60.00;42.38
123.30;60.78;60.00;41.04
123.40;58.86;60.00;42.65
123.50;60.55;60.00;41.24
123.60;60.43;60.00;41.33
123.70;61.01;60.00;40.84
123.80;61.14;60.00;40.73
123.90;60.60;60.00;41.17
124.00;59.66;60.00;41.95
124.10;60.89;60.00;40.92
124.20;59.43;60.00;42.14
124.30;60.74;60.00;41.05
124.40;60.40;60.00;41.33
124.50;60.96;60.00;40.85
124.60;59.09;60.00;42.42
124.70;59.13;60.00;42.39
124.80;60.81;60.00;40.99
124.90;59.92;60.00;41.73
125.00;60.06;60.00;41.61
125.10;60.06;60.00;41.60
125.20;59.19;60.00;42.34
125.30;58.92;60.00;42.57
125.40;60.91;60.00;40.91
125.50;59.31;60.00;42.24
125.60;60.16;60.00;41.54
125.70;60.60;60.00;41.17
125.80;58.77;60.00;42.70
125.90;60.36;60.00;41.37
126.00;59.90;60.00;41.75
126.10;60.42;60.00;41.32
126.20;59.64;60.00;41.98
126.30;58.97;60.00;42.54
126.40;58.77;60.00;42.72
126.50;59.22;60.00;42.35
126.60;60.66;60.00;41.14
126.70;60.84;60.00;40.98
126.80;60.06;60.00;41.64
126.90;60.91;60.00;40.92
127.00;59.60;60.00;42.02
127.10;60.61;60.00;41.17
127.20;60.11;60.00;41.59
127.30;60.15;60.00;41.55
127.40;60.20;60.00;41.51
127.50;60.91;60.00;40.91
127.60;60.55;60.00;41.21
127.70;60.67;60.00;41.09
127.80;59.05;60.00;42.46
127.90;60.03;60.00;41.64
128.00;59.86;60.00;41.78
128.10;59.67;60.00;41.94
128.20;59.77;60.00;41.86
128.30;60.63;60.00;41.14
128.40;60.06;60.00;41.61
128.50;60.52;60.00;41.23
128.60;59.00;60.00;42.50
128.70;58.84;60.00;42.65
128.80;59.71;60.00;41.92
128.90;60.99;60.00;40.84
129.00;59.11;60.00;42.42
129.10;60.94;60.00;40.89
129.20;60.67;60.00;41.11
129.30;60.12;60.00;41.57
129.40;59.08;60.00;42.43
129.50;60.83;60.00;40.97
129.60;61.00;60.00;40.82
129.70;59.07;60.00;42.44
129.80;60.18;60.00;41.52
129.90;60.14;60.00;41.54
130.00;58.86;60.00;42.62
130.10;59.65;60.00;41.96
130.20;59.03;60.00;42.49
130.30;59.95;60.00;41.73
130.40;61.15;60.00;40.71
130.50;60.42;60.00;41.32
130.60;61.00;60.00;40.83
130.70;59.25;60.00;42.30
130.80;59.33;60.00;42.23
130.90;58.85;60.00;42.64
131.00;59.22;60.00;42.34
131.10;61.14;60.00;40.73
131.20;60.09;60.00;41.60
131.30;60.50;60.00;41.26
131.40;60.41;60.00;41.33
131.50;59.95;60.00;41.71
131.60;59.80;60.00;41.84
131.70;59.81;60.00;41.83
131.80;59.62;60.00;41.99
131.90;59.86;60.00;41.80
132.00;61.16;60.00;40.70
132.10;59.18;60.00;42.36
132.20;59.16;60.00;42.38
132.30;59.83;60.00;41.83
132.40;59.91;60.00;41.76
132.50;59.59;60.00;42.03
132.60;60.32;60.00;41.42
132.70;60.58;60.00;41.20
132.80;59.39;60.00;42.19
132.90;60.88;60.00;40.95
133.00;61.14;60.00;40.72
133.10;59.47;60.00;42.12
133.20;60.00;60.00;41.67
133.30;59.77;60.00;41.86
133.40;60.31;60.00;41.42
133.50;60.01;60.00;41.67
133.60;59.51;60.00;42.09
133.70;60.06;60.00;41.63
133.80;60.02;60.00;41.66
133.90;59.93;60.00;41.74
134.00;59.71;60.00;41.92
134.10;58.98;60.00;42.54
134.20;60.72;60.00;41.08
134.30;61.08;60.00;40.77
134.40;59.93;60.00;41.73
134.50;60.13;60.00;41.56
134.60;59.41;60.00;42.17
134.70;60.16;60.00;41.55
134.80;59.06;60.00;42.47
134.90;60.09;60.00;41.61
135.00;58.97;60.00;42.55
135.10;61.15;60.00;40.73
135.20;58.91;60.00;42.60
135.30;59.15;60.00;42.41
135.40;59.65;60.00;41.99
135.50;59.31;60.00;42.29
135.60;59.49;60.00;42.14
135.70;60.37;60.00;41.40
135.80;59.17;60.00;42.41
135.90;61.14;60.00;40.76
136.00;60.20;60.00;41.54
136.10;59.03;60.00;42.52
136.20;61.19;60.00;40.71
136.30;58.95;60.00;42.58
136.40;60.15;60.00;41.59
136.50;61.01;60.00;40.86
136.60;61.31;60.00;40.60
136.70;60.76;60.00;41.05
136.80;59.69;60.00;41.94
136.90;60.65;60.00;41.14
137.00;60.70;60.00;41.09
137.10;60.37;60.00;41.36
137.20;61.09;60.00;40.76
137.30;59.48;60.00;42.10
137.40;59.61;60.00;42.00
137.50;60.45;60.00;41.30
137.60;60.74;60.00;41.05
137.70;61.14;60.00;40.70
137.80;59.32;60.00;42.22
137.90;59.66;60.00;41.94
138.00;59.72;60.00;41.90
138.10;59.27;60.00;42.28
138.20;60.73;60.00;41.05
138.30;59.25;60.00;42.29
138.40;58.76;60.00;42.71
138.50;59.01;60.00;42.51
138.60;59.35;60.00;42.23
138.70;60.01;60.00;41.69
138.80;59.38;60.00;42.22
138.90;60.40;60.00;41.36
139.00;60.99;60.00;40.86
139.10;59.55;60.00;42.07
139.20;59.17;60.00;42.39
139.30;61.06;60.00;40.81
139.40;60.30;60.00;41.44
139.50;59.24;60.00;42.32
139.60;60.47;60.00;41.30
139.70;58.92;60.00;42.59
139.80;59.03;60.00;42.51
139.90;59.28;60.00;42.31
140.00;61.11;60.00;40.78
140.10;60.18;60.00;41.55
140.20;59.46;60.00;42.15
140.30;58.88;60.00;42.65
140.40;61.12;60.00;40.77
140.50;60.80;60.00;41.03
140.60;59.02;60.00;42.53
140.70;61.29;60.00;40.62
140.80;60.96;60.00;40.88
140.90;59.44;60.00;42.16
141.00;60.58;60.00;41.21
141.10;59.66;60.00;41.97
141.20;61.17;60.00;40.70
141.30;60.78;60.00;41.02
141.40;60.24;60.00;41.47
141.50;59.23;60.00;42.32
141.60;60.96;60.00;40.87
141.70;60.05;60.00;41.62
141.80;60.41;60.00;41.32
141.90;61.20;60.00;40.66
142.00;60.61;60.00;41.14
142.10;61.12;60.00;40.70
142.20;60.28;60.00;41.41
142.30;61.17;60.00;40.65
142.40;60.41;60.00;41.29
142.50;58.82;60.00;42.62
142.60;59.52;60.00;42.04
142.70;59.66;60.00;41.93
142.80;60.81;60.00;40.96
142.90;59.71;60.00;41.88
143.00;58.68;60.00;42.75
143.10;60.84;60.00;40.94
143.20;59.34;60.00;42.20
143.30;60.01;60.00;41.64
143.40;60.88;60.00;40.90
143.50;59.50;60.00;42.06
143.60;60.74;60.00;41.02
143.70;59.44;60.00;42.11
143.80;60.40;60.00;41.31
143.90;59.10;60.00;42.39
144.00;59.58;60.00;42.00
144.10;60.89;60.00;40.90
144.20;59.00;60.00;42.48
144.30;59.00;60.00;42.49
144.40;60.35;60.00;41.37
144.50;60.70;60.00;41.07
144.60;59.75;60.00;41.86
144.70;61.02;60.00;40.80
144.80;60.54;60.00;41.19
144.90;60.71;60.00;41.04
145.00;59.72;60.00;41.87
145.10;59.29;60.00;42.23
145.20;58.96;60.00;42.52
145.30;58.74;60.00;42.71
145.40;60.72;60.00;41.06
145.50;59.07;60.00;42.44
145.60;60.58;60.00;41.18
145.70;60.88;60.00;40.92
145.80;59.98;60.00;41.67
145.90;59.72;60.00;41.89
146.00;58.95;60.00;42.54
146.10;60.46;60.00;41.27
146.20;58.90;60.00;42.58
146.30;59.49;60.00;42.10
146.40;60.47;60.00;41.28
146.50;60.08;60.00;41.60
146.60;61.02;60.00;40.81
146.70;60.23;60.00;41.46
146.80;59.77;60.00;41.85
146.90;60.44;60.00;41.29
147.00;59.52;60.00;42.06
147.10;60.58;60.00;41.17
147.20;59.66;60.00;41.94
147.30;60.07;60.00;41.60
147.40;59.72;60.00;41.89
147.50;61.09;60.00;40.74
147.60;60.02;60.00;41.64
147.70;61.17;60.00;40.66
147.80;59.31;60.00;42.22
147.90;59.79;60.00;41.82
148.00;59.97;60.00;41.67
148.10;59.40;60.00;42.15
148.20;59.97;60.00;41.68
148.30;60.82;60.00;40.97
148.40;60.22;60.00;41.46
148.50;58.88;60.00;42.59
148.60;61.04;60.00;40.78
148.70;58.83;60.00;42.63
148.80;58.88;60.00;42.60
148.90;60.20;60.00;41.49
149.00;60.09;60.00;41.58
149.10;61.00;60.00;40.82
149.20;59.15;60.00;42.37
149.30;59.06;60.00;42.45
149.40;59.33;60.00;42.23
149.50;58.95;60.00;42.56
149.60;60.52;60.00;41.24
149.70;59.98;60.00;41.69
149.80;59.62;60.00;42.00
149.90;59.12;60.00;42.43
150.00;59.17;60.00;42.39
150.10;59.69;60.00;41.95
150.20;61.22;60.00;40.67
150.30;61.10;60.00;40.76
150.40;59.93;60.00;41.74
150.50;59.98;60.00;41.70
150.60;59.35;60.00;42.22
150.70;60.67;60.00;41.13
150.80;58.94;60.00;42.57
150.90;59.69;60.00;41.95
151.00;60.88;60.00;40.96
151.10;59.29;60.00;42.28
151.20;60.14;60.00;41.57
151.30;60.37;60.00;41.38
151.40;60.90;60.00;40.93
151.50;58.96;60.00;42.56
151.60;60.42;60.00;41.33
151.70;60.05;60.00;41.64
151.80;61.32;60.00;40.57
151.90;59.72;60.00;41.91
152.00;60.36;60.00;41.37
152.10;59.84;60.00;41.81
152.20;59.65;60.00;41.97
152.30;60.58;60.00;41.19
152.40;60.87;60.00;40.94
152.50;59.27;60.00;42.27
152.60;59.64;60.00;41.97
152.70;60.15;60.00;41.55
152.80;60.99;60.00;40.84
152.90;61.13;60.00;40.72
153.00;61.08;60.00;40.74
153.10;60.23;60.00;41.45
153.20;60.73;60.00;41.03
153.30;61.00;60.00;40.80
153.40;59.09;60.00;42.40
153.50;59.36;60.00;42.18
153.60;60.75;60.00;41.01
153.70;59.71;60.00;41.88
153.80;60.33;60.00;41.36
153.90;60.69;60.00;41.05
154.00;60.40;60.00;41.30
154.10;59.61;60.00;41.95
154.20;59.34;60.00;42.19
154.30;60.32;60.00;41.36
154.40;58.98;60.00;42.49
154.50;60.43;60.00;41.28
154.60;61.00;60.00;40.80
154.70;59.00;60.00;42.47
154.80;59.95;60.00;41.68
154.90;59.35;60.00;42.18
155.00;60.63;60.00;41.11
155.10;59.06;60.00;42.43
155.20;59.28;60.00;42.25
155.30;60.37;60.00;41.34
155.40;60.84;60.00;40.94
155.50;60.93;60.00;40.86
155.60;60.81;60.00;40.95
155.70;59.14;60.00;42.35
155.80;60.35;60.00;41.34
155.90;59.18;60.00;42.32
156.00;58.88;60.00;42.58
156.10;60.98;60.00;40.82
156.20;60.30;60.00;41.39
156.30;59.65;60.00;41.93
156.40;59.99;60.00;41.65
156.50;60.06;60.00;41.59
156.60;59.41;60.00;42.14
156.70;60.31;60.00;41.39
156.80;59.83;60.00;41.78
156.90;58.97;60.00;42.51
157.00;59.45;60.00;42.12
157.10;60.27;60.00;41.43
157.20;59.16;60.00;42.36
157.30;58.89;60.00;42.60
157.40;59.36;60.00;42.21
157.50;58.84;60.00;42.65
157.60;59.05;60.00;42.49
157.70;59.07;60.00;42.48
157.80;59.89;60.00;41.79
157.90;60.85;60.00;40.99
158.00;61.17;60.00;40.71
158.10;59.46;60.00;42.14
158.20;59.09;60.00;42.46
158.30;60.61;60.00;41.18
158.40;60.35;60.00;41.40
158.50;60.54;60.00;41.24
158.60;60.34;60.00;41.39
158.70;60.17;60.00;41.54
158.80;59.39;60.00;42.19
158.90;60.66;60.00;41.13
159.00;60.67;60.00;41.11
159.10;60.89;60.00;40.92
159.20;60.74;60.00;41.04
159.30;61.04;60.00;40.78
159.40;59.56;60.00;42.03
159.50;59.73;60.00;41.88
159.60;59.97;60.00;41.69
159.70;59.48;60.00;42.10
159.80;60.89;60.00;40.92
159.90;59.68;60.00;41.92
160.00;60.87;60.00;40.92
160.10;60.28;60.00;41.41
160.20;60.64;60.00;41.11
160.30;61.23;60.00;40.61
160.40;60.93;60.00;40.85
160.50;60.50;60.00;41.21
160.60;59.88;60.00;41.72
160.70;61.14;60.00;40.66
160.80;59.45;60.00;42.07
160.90;60.01;60.00;41.61
161.00;59.85;60.00;41.74
161.10;60.95;60.00;40.82
161.20;60.01;60.00;41.60
161.30;60.05;60.00;41.57
161.40;60.93;60.00;40.83
161.50;58.91;60.00;42.52
161.60;59.96;60.00;41.65
161.70;59.41;60.00;42.11
161.80;60.55;60.00;41.16
161.90;58.88;60.00;42.55
162.00;60.24;60.00;41.42
162.10;60.31;60.00;41.36
162.20;59.49;60.00;42.05
162.30;60.04;60.00;41.58
162.40;59.93;60.00;41.68
162.50;60.07;60.00;41.56
162.60;60.12;60.00;41.52
162.70;58.88;60.00;42.56
162.80;59.23;60.00;42.28
162.90;59.71;60.00;41.88
163.00;58.65;60.00;42.77
163.10;60.84;60.00;40.95
163.20;59.03;60.00;42.46
163.30;60.75;60.00;41.02
163.40;60.40;60.00;41.30
163.50;61.00;60.00;40.80
163.60;59.53;60.00;42.03
163.70;59.74;60.00;41.85
163.80;60.46;60.00;41.25
163.90;60.92;60.00;40.86
164.00;60.04;60.00;41.59
164.10;59.69;60.00;41.89
164.20;59.15;60.00;42.35
164.30;59.04;60.00;42.44
164.40;60.21;60.00;41.46
164.50;60.10;60.00;41.56
164.60;59.79;60.00;41.81
164.70;60.97;60.00;40.83
164.80;58.79;60.00;42.65
164.90;60.85;60.00;40.93
165.00;58.84;60.00;42.62
165.10;60.27;60.00;41.42
165.20;59.44;60.00;42.12
165.30;60.92;60.00;40.88
165.40;59.92;60.00;41.71
165.50;59.31;60.00;42.22
165.60;60.39;60.00;41.32
165.70;59.28;60.00;42.25
165.80;59.26;60.00;42.27
165.90;60.98;60.00;40.83
166.00;59.47;60.00;42.10
166.10;58.96;60.00;42.53
166.20;60.84;60.00;40.95
166.30;60.84;60.00;40.95
166.40;60.19;60.00;41.49
166.50;59.40;60.00;42.15
166.60;59.36;60.00;42.19
166.70;59.66;60.00;41.94
166.80;60.86;60.00;40.94
166.90;59.11;60.00;42.40
167.00;59.64;60.00;41.96
167.10;59.69;60.00;41.92
167.20;59.92;60.00;41.73
167.30;58.98;60.00;42.53
167.40;59.60;60.00;42.01
167.50;59.49;60.00;42.11
167.60;61.01;60.00;40.83
167.70;59.23;60.00;42.32
167.80;59.26;60.00;42.30
167.90;58.92;60.00;42.60
168.00;60.62;60.00;41.17
168.10;59.45;60.00;42.15
168.20;59.57;60.00;42.06
168.30;60.22;60.00;41.51
168.40;59.33;60.00;42.26
168.50;59.34;60.00;42.26
168.60;60.85;60.00;40.99
168.70;60.16;60.00;41.56
168.80;60.68;60.00;41.13
168.90;60.31;60.00;41.43
169.00;60.79;60.00;41.03
169.10;59.76;60.00;41.89
169.20;59.88;60.00;41.79
169.30;60.59;60.00;41.19
169.40;59.19;60.00;42.37
169.50;60.34;60.00;41.40
169.60;60.94;60.00;40.90
169.70;60.62;60.00;41.16
169.80;59.83;60.00;41.82
169.90;60.45;60.00;41.30
170.00;59.78;60.00;41.85
170.10;59.78;60.00;41.86
170.20;60.00;60.00;41.68
170.30;60.58;60.00;41.19
170.40;60.45;60.00;41.29
170.50;60.85;60.00;40.95
170.60;60.99;60.00;40.83
170.70;59.09;60.00;42.41
170.80;59.63;60.00;41.97
170.90;60.92;60.00;40.89
171.00;59.09;60.00;42.42
171.10;60.91;60.00;40.90
171.20;59.57;60.00;42.01
171.30;59.84;60.00;41.79
171.40;60.00;60.00;41.65
171.50;60.49;60.00;41.25
171.60;58.96;60.00;42.53
171.70;59.85;60.00;41.79
171.80;59.38;60.00;42.19
171.90;59.28;60.00;42.28
172.00;60.13;60.00;41.57
172.10;61.09;60.00;40.76
172.20;58.72;60.00;42.74
172.30;59.79;60.00;41.85
172.40;59.05;60.00;42.48
172.50;60.33;60.00;41.41
172.60;59.38;60.00;42.21
172.70;60.49;60.00;41.28
172.80;58.77;60.00;42.72
172.90;59.99;60.00;41.70
173.00;60.78;60.00;41.04
173.10;60.98;60.00;40.86
173.20;60.96;60.00;40.88
173.30;61.17;60.00;40.69
173.40;60.72;60.00;41.06
173.50;60.84;60.00;40.95
173.60;59.24;60.00;42.29
173.70;59.76;60.00;41.85
173.80;59.90;60.00;41.75
173.90;59.10;60.00;42.41
174.00;61.00;60.00;40.83
